-0.225263284,-1.006302208
0.069742851,-0.289483426
-0.307765304,-0.416624623
-0.47163932,0.346451921
-0.090741802,0.466830877
-0.001813919,0.121482977
-0.414383955,-1.375401641
-0.796087958,-0.416857288
0.907562103,-1.773176342
-0.480005484,-0.018889679
0.279331183,-1.977490806
0.665699158,-0.214686594
0.78993077,0.1776701
-0.088372661,1.156903908
-0.792022755,-1.034593373
0.148072583,1.175518177
-2.038682466,-0.99574307
-0.104118515,0.382256971
0.601063527,1.64095034
-0.083676298,1.021081321
0.336039195,0.508947001
1.229753399,1.837259073
1.000475532,-0.577241237
-1.190433854,0.10849821
0.339854717,0.602695714
0.278574302,-0.455138843
0.6112561,-0.262515168
-1.292361472,-1.476984539
0.706865778,-0.07822889
-1.021064556,0.429140101
0.758897276,0.532355859
0.51443165,-0.629028111
-0.592020295,0.182456828
0.814755929,-0.246015981
0.556067471,0.447304442
0.567807325,0.929411031
-0.590990794,-0.694599613
-0.844540628,0.021622857
-0.266099659,-0.257707788
0.570919679,-0.834867081
0.542805822,0.771623545
0.910321989,-0.237032114
-0.702228676,0.72078371
1.038754797,-1.918482616
0.128425883,1.171683702
-0.200927852,0.929014893
0.642687962,2.11058433
0.398168388,-0.120578271
-0.693845886,-0.834699851
-0.698356884,0.112932937
-0.776749261,0.16595245
-1.082881519,-1.354397033
0.072209662,-0.326169509
0.452702266,-1.028707153
-1.153626143,1.202846976
-0.224158049,1.966310387
-0.088334631,-0.03231517
0.343271808,0.578992673
-0.771597021,0.480537256
0.508995379,-0.85917585
0.629181193,0.500235447
0.537247078,1.01619281
-0.333119624,-0.213637367
-1.334558093,-0.00541427
-0.331896589,-0.575237736
-0.050347757,0.942138152
0.337220641,0.918904752
0.600337729,-0.677838413
0.390277837,-0.302163616
-0.181067951,-1.133272537
0.877513546,0.272080227
0.079744788,-0.726478002
-0.020557501,0.104796495
-0.630578044,0.804130788
0.26201645,-0.150774965
0.165168797,-0.329907765
0.580601687,-0.153390194
-0.678863503,-0.341961421
-1.182748422,0.377911245
1.420623163,0.143771901
0.938918294,-0.111534507
0.038950267,-0.100534609
0.404068258,-1.522163026
-0.515677962,0.71802829
0.471158215,-0.531425385
-0.646103834,-0.537664256
0.072168971,0.236471051
-0.402815447,0.395230835
-0.241204008,-0.512100013
-0.547995831,-0.722099449
-0.428740608,-0.123586273
0.605802831,-0.780627682
-0.219273891,-0.031860235
-0.116542418,-0.068014016
0.586258292,-1.512478698
-0.166945888,0.686331021
-0.666337238,0.43211433
0.076026242,0.594262027
-0.785860459,-1.061231722
0.896365813,-1.374632435
1.326798461,0.756290993
-1.190645706,0.91788922
0.671862265,1.059583175
0.560004787,0.729506731
-0.340685091,-2.118136628
1.244186388,-1.987247334
-0.250932691,0.97367029
2.417303434,0.384746091
-0.467926604,-1.048184322
